,auc,ap,f1,th,AP倍
E7_current,0.8746539388947875,0.6859090475833333,0.6561679790026247,0.31999999999999984,2.843265437468342
E7_plus_intent,0.9001756353136132,0.7481270771861537,0.691415313225058,0.2549999999999999,3.101174811576123
