alpha,seed,d_auc,d_ap,d_f1,e7_weight_pct
0.001,0,-0.0005755281463032391,-5.297952438110265e-05,-0.009765346007505782,8.414655351158428
0.001,1,-0.0005358365500065521,-0.0007396991877913761,-0.005449834718127433,8.510141859522694
0.001,2,-0.0011808249898289658,-0.002844322859447135,0.004272325375773711,9.942214652991657
0.001,3,-0.001796044732428892,-0.0035668638192419833,-0.003389830508474634,10.500593987247118
0.001,4,-0.0004663762564871554,3.8035850111528546e-05,-0.004923076923076919,11.136844328563239
0.001,5,-0.00031753277037427363,0.0009024517010628452,-0.0010780294755954323,9.184974806362442
0.001,6,-0.0013495142740903576,-0.004255163546983076,0.005090852130325896,7.879145189264254
0.001,7,-0.002391418676880641,-0.0036710804052241253,-0.0020614306328592402,10.675361686910547
0.001,8,-0.0008930609166774017,-0.0016829389739091427,0.0025769995032289827,8.7971242545532
0.001,9,-0.00013892058703857124,-0.0010578303787591725,0.0,6.481807602099363
0.003,0,-0.0007442174305645199,-0.0004213065832637808,-0.0032308494007295963,9.152492490084972
0.003,1,-0.0008831380176033132,-0.0018213847510042402,0.001167980644892208,9.395141408195098
0.003,2,-0.001776198934280604,-0.003086359777658587,-0.0030912331513868185,10.913295774393616
0.003,3,-0.0015182035583516384,-0.002887040628072768,0.001834441641825224,11.416310439027304
0.003,4,-0.00048622205463555446,0.0011050609785128174,-0.00918402419742903,12.130966231819814
0.003,5,-0.00035722436667084967,0.00048290288931540637,-0.004198026065141303,10.35924019298705
0.003,6,-0.0014288974666839538,-0.003686994692770784,0.001995012468827939,8.668804241044871
0.003,7,-0.002560107961141922,-0.003985999140476815,5.370172718177635e-05,11.527255285866884
0.003,8,-0.0013792829713128452,-0.0041036733604471465,0.0011661807580175543,9.754954311066857
0.003,9,-0.00032745566944836213,-0.0008697565721248468,-0.0004004576659039083,7.285596710644213
0.01,0,-0.0012403623842740519,-0.0016722824792337887,-0.008077646909560032,10.981729471641383
0.01,1,-0.001547972255574237,-0.0022261207657218174,0.001009324233394282,11.655805781233713
0.01,2,-0.0021731148972484737,-0.0032586888765048228,0.0031496062992125706,13.33273007650554
0.01,3,-0.0017265844389097174,-0.003108044228370632,0.004824000444864529,13.807815852356535
0.01,4,-0.0014685890629806408,-0.0010846912220684457,-0.005262249827467258,14.66509229343359
0.01,5,-0.0008732151185288917,0.0003064379794937011,-0.0022636117339973616,12.819409445902695
0.01,6,-0.0021830377963226733,-0.005075964059102711,-0.00569828242112258,10.853727986704483
0.01,7,-0.0027784117407740894,-0.003458154049060469,-0.004213347331776918,13.788161733174304
0.01,8,-0.0014685890629806408,-0.003969704112306682,-0.012870538029294498,12.051756421769255
0.01,9,-0.000764063228712919,-0.0012111151739939707,0.0019240019240018835,9.412759577787897
0.03,0,-0.002312035484287045,-0.004100302935778677,-0.0017490906276603768,14.161443098229906
0.03,1,-0.002540262162993523,-0.004000803212945936,-0.001980198019801982,15.028354987836801
0.03,2,-0.002808180437996799,-0.005433491443171623,-0.003961479050723193,16.748851351039576
0.03,3,-0.0026295682546614296,-0.006028245327288406,-0.0052526111246054,17.220023327664993
0.03,4,-0.0018952737231709982,-0.001760211692700353,-0.0017002605237900204,18.07577187003339
0.03,5,-0.0014487432648323528,-0.0014553946277703345,0.0010471204188481353,16.264622796349187
0.03,6,-0.0026891056491065157,-0.004985511900571837,-0.005433387524599986,14.258580314528016
0.03,7,-0.0034829375750418112,-0.005367693607182145,-0.005886970172684358,17.092764006320447
0.03,8,-0.002143346200025764,-0.005434611429002478,-0.008971452253833556,15.299436719082019
0.03,9,-0.0016868928426126972,-0.002415433968160463,-0.0010435850214856046,12.83341041072035
