auc,ap,f1,th,th_fold_std,logloss
0.8670629211030295,0.6962094375568003,0.6619718309859155,0.18999999999999995,0.05201922721455979,0.38020070800502853
0.8748523968762713,0.7100910513850176,0.6685236768802229,0.3099999999999999,0.08715503427800365,0.3714808297359678
0.8740387191521874,0.7113731045211931,0.6564102564102564,0.2499999999999999,0.06822023160324213,0.3711783817849759
0.8800023814957777,0.7101719270565129,0.6836734693877551,0.22999999999999993,0.0852408352845043,0.367755720115132
0.8607618801909165,0.6831451932937092,0.6287128712871287,0.22999999999999993,0.08290958931269647,0.3854638941450721
0.8753485418299811,0.7150170451599492,0.6683804627249358,0.23499999999999993,0.06289674077406551,0.37347996784632126
0.8921182412653681,0.7485166169604883,0.7037974683544304,0.22999999999999993,0.08947625383307009,0.34860967409047766
0.8776605773142682,0.7225720330886464,0.6843373493975904,0.2099999999999999,0.09016651263079876,0.36667785621621346
0.8762614485448068,0.7034794428772005,0.6774941995359629,0.2149999999999999,0.06560487786742686,0.3682451647437962
0.8907588040922035,0.7409885344547804,0.6847826086956522,0.2699999999999999,0.06949820141557618,0.3534159205323532
0.8616152495112972,0.6778070327241021,0.6558139534883721,0.18999999999999995,0.07110555533852467,0.38858912051245836
0.8770949720670391,0.7130545009103644,0.6737400530503979,0.2749999999999999,0.06445153217728802,0.3699533697808098
0.8800222272939261,0.7181754529976843,0.6747572815533981,0.2049999999999999,0.04615192303685728,0.3693808116702062
0.8747134762892326,0.7031184913378489,0.6650246305418719,0.21999999999999992,0.05848076606885376,0.37330511645644143
0.8814610476596842,0.7207563179817823,0.6787564766839378,0.22999999999999993,0.0616927872607487,0.3667514453193636
