feature,train_missing,test_missing,train_mean,test_mean,train_p10,train_p50,train_p90,test_p10,test_p50,test_p90
人材_組織知識職比率,0.0,0.0,0.6850466058350154,0.6831155753968254,0.5,0.7142857142857143,0.8333333333333334,0.5698412698412699,0.7142857142857143,0.8
人材_事業知識集約度,0.0,0.0,0.5946770846703461,0.5898171296296296,0.3444444444444444,0.6166666666666667,0.8388888888888889,0.3444444444444444,0.6166666666666667,0.8333333333333334
人材_専門職幅,0.0,0.0,0.6030997304582211,0.5995833333333334,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.8333333333333334
人材_推定研修対象規模,0.0,0.0,4.754400857782171,4.732071333156749,3.3763828906195212,4.6784022807615475,6.165650930853974,3.369692621088808,4.666253943702837,6.1187581013841355
