seed,variant,auc,ap,f1,th
0,exp032,0.9475177867965905,0.8539968970066386,0.7853107344632768,0.4199999999999998
0,exp032_E7+Intent,0.9479345485577066,0.8550732696873506,0.7823834196891192,0.33999999999999986
0,E7_current,0.8664377784613553,0.674995634169692,0.6481994459833795,0.34499999999999986
0,E7+Intent,0.8933189120533455,0.7379087040383012,0.6902654867256637,0.4349999999999998
1,exp032,0.952310547049426,0.8677073130467187,0.7960199004975125,0.28999999999999987
1,exp032_E7+Intent,0.9520823203707195,0.8650965500711357,0.797979797979798,0.2999999999999999
1,E7_current,0.8674598370659973,0.6691007585537551,0.6537396121883656,0.3599999999999998
1,E7+Intent,0.8979429830219197,0.7438872906845461,0.6871794871794872,0.33999999999999986
2,exp032,0.9523403157466486,0.88015094689436,0.8057142857142857,0.4249999999999998
2,exp032_E7+Intent,0.9505244252160712,0.8720638634053562,0.8,0.3549999999999998
2,E7_current,0.8731555811345842,0.6901563466008067,0.6505376344086021,0.33999999999999986
2,E7+Intent,0.8997886422497197,0.7579637097232514,0.6924939467312349,0.28999999999999987
3,exp032,0.9526578485170227,0.8659042989283895,0.7896103896103897,0.3049999999999999
3,exp032_E7+Intent,0.9531143018744357,0.870997724841315,0.7966573816155988,0.4399999999999998
3,E7_current,0.8720045248419778,0.6868089286303831,0.6502732240437158,0.3499999999999998
3,E7+Intent,0.9011679252210325,0.7581554605974203,0.6938775510204082,0.42999999999999977
4,exp032,0.9460988122289808,0.8466905651747978,0.7891891891891892,0.3949999999999998
4,exp032_E7+Intent,0.9452652887067485,0.8507122283456645,0.7837150127226463,0.31999999999999984
4,E7_current,0.8681842086984133,0.6797873936367856,0.6438746438746439,0.3649999999999998
4,E7+Intent,0.8977346021413616,0.7488775942814032,0.691358024691358,0.3049999999999999
5,exp032,0.9493634460243905,0.8687099700216105,0.7917737789203085,0.31499999999999984
5,exp032_E7+Intent,0.9521815493614614,0.8762340297695066,0.8,0.33499999999999985
5,E7_current,0.869861178641952,0.6830012312161943,0.6533333333333333,0.22499999999999992
5,E7+Intent,0.8981414410034034,0.7563918288561293,0.6885245901639344,0.38499999999999984
6,exp032,0.9532036079661034,0.8740397407205913,0.8022922636103151,0.4149999999999998
6,exp032_E7+Intent,0.9542455123688938,0.8726239959766277,0.7958656330749354,0.28499999999999986
6,E7_current,0.8681643629002649,0.6798742223689193,0.6518105849582173,0.3549999999999998
6,E7+Intent,0.8967224664357939,0.7478996696092997,0.6834733893557423,0.3999999999999998
7,exp032,0.950107663454955,0.855272421194359,0.8042895442359249,0.3649999999999998
7,exp032_E7+Intent,0.9497901306845808,0.8599990942971625,0.8,0.33499999999999985
7,E7_current,0.8730761979419907,0.6824323921110496,0.6520547945205479,0.34499999999999986
7,E7+Intent,0.899550492671939,0.7479583286442166,0.6972972972972973,0.36999999999999983
8,exp032,0.9511793365549678,0.8657458568086736,0.8047337278106509,0.5099999999999998
8,exp032_E7+Intent,0.951437331930897,0.8685809597119911,0.7912087912087912,0.4399999999999998
8,E7_current,0.8697718725502842,0.676627450333651,0.6524064171122995,0.33999999999999986
8,E7+Intent,0.8963453962709745,0.7442629889787603,0.691358024691358,0.2949999999999999
9,exp032,0.9570437699078163,0.8776289403663924,0.8062015503875969,0.3099999999999999
9,exp032_E7+Intent,0.9542951268642645,0.8710503851277855,0.8083989501312336,0.31999999999999984
9,E7_current,0.869910793137323,0.6727603487058368,0.6470588235294118,0.22999999999999993
9,E7+Intent,0.8966133145459778,0.7385860799839077,0.6883720930232559,0.2549999999999999
