,E0_anchor,E1_finance,E2_survey,E3_dx_text,E4_org_text,E6_manual,E7_cross,E0b_linear,最大|r|
lr,0.36869261978156515,0.3461502136028398,-0.0906660784327347,0.039649670445405814,0.7062958239273159,0.2993522881133296,0.17304210329212966,0.3626153611451679,0.7062958239273159
lgbm,0.3454015940270115,0.3027641414771261,-0.06613389088506419,0.0730865878841022,0.5545943603687501,0.27952465667428406,0.13525273142379673,0.3102692239264674,0.5545943603687501
