name,auc_mean,auc_std,ap_mean,ap_std,f1_mean,f1_std,th_mean,th_std
"H10-1 char_wb(1,3)",0.7861158796153884,0.001520675784691819,0.5082412620700956,0.0055854821065795535,0.5824412276886968,0.0050951388599796725,0.3089999999999999,0.03090307428072487
"H10-2 char(1,3)",0.7861873244887226,0.0014522494176126795,0.5077421964095683,0.005125527529233351,0.5831262454434095,0.0055817128402856145,0.31599999999999984,0.011401754250991386
"H10-3 char(2,4)",0.7861416791529814,0.0011556450410042704,0.5058308279700954,0.0040855084241601565,0.5808937552010158,0.005672535899913511,0.30899999999999983,0.010839741694339372
"H10-4 char(2,6)",0.788852615180051,0.0009105145347827426,0.508274411451308,0.003871775689850683,0.5809379263393388,0.005837937199746563,0.3089999999999999,0.010839741694339386
"H10-5 char(3,6)",0.7894479891245025,0.001038435062377682,0.5087109218118873,0.0036128762943499217,0.5813261910623668,0.005448336538813445,0.2999999999999999,0.01658312395177698
