feature,train_missing,test_missing,train_mean,test_mean,train_p10,train_p50,train_p90,test_p10,test_p50,test_p90
人材_log従業員,0.0,0.0,7.446235604133321,7.449568668314333,6.412146136856067,7.167037579225041,8.800037945725423,6.355933898706038,7.225845241441483,8.837585797095514
人材_推定対象比率,0.0,0.0,0.6398618452526809,0.6364663525132276,0.4654761904761905,0.653968253968254,0.8083333333333333,0.46513888888888894,0.6458333333333333,0.7835714285714287
人材_推定研修対象規模,0.0,0.0,4.754400857782171,4.732071333156749,3.3763828906195212,4.6784022807615475,6.165650930853974,3.369692621088808,4.666253943702837,6.1187581013841355
