auc,ap,f1,th,th_fold_std,logloss
0.9141867688063745,0.7901212556837003,0.7107843137254902,0.2099999999999999,0.02712931993250106,0.314212517110742
0.9212121813509035,0.8118182434872774,0.7338501291989664,0.24499999999999988,0.034871191548325374,0.3008696903644258
0.9157248181628744,0.7942635646878893,0.71875,0.24499999999999988,0.061935450268808055,0.31335650481095506
0.909185627672981,0.7854320600751696,0.6941176470588235,0.37999999999999984,0.11438531374263038,0.3172184881224935
0.9060996060609067,0.7710863806476312,0.6750524109014675,0.12499999999999996,0.1468128059809497,0.32568373313307497
0.9204481181221904,0.8099566892466464,0.7195467422096318,0.2999999999999999,0.09588534820294492,0.3062363250696156
0.9124502614683906,0.8072618887001894,0.7154471544715447,0.2999999999999999,0.10473776778220924,0.3090677819482636
0.9126685652480229,0.7989206492157388,0.7076167076167076,0.2099999999999999,0.10062802790475421,0.3121059421658026
0.920775573791639,0.8148455544527446,0.7083333333333334,0.36999999999999983,0.11905460931858111,0.30027507719483737
0.9287635075463647,0.8310179972329261,0.7464387464387464,0.3549999999999998,0.07061161377563888,0.28724312138974767
0.9070819730692519,0.7876022791996545,0.6966966966966966,0.38999999999999985,0.10122252713699648,0.32365776897971693
0.9095130833424294,0.7889255983904259,0.7154046997389034,0.2649999999999999,0.08140024569987483,0.3177513584259627
0.9018129136608551,0.7761076841361232,0.69,0.23499999999999993,0.08755569655939008,0.32935131870144163
0.9211228752592358,0.8091494230004336,0.7349081364829396,0.2599999999999999,0.0713161973187017,0.30304120453170164
0.9105847564424423,0.7912290043623538,0.6873508353221957,0.2099999999999999,0.0880567998510052,0.31909397936439204
