name,setting,seed,fold,fold_f1,fold_th
H12-5 full|future,"char_wb(1,3)",1,3,0.6352941176470588,0.23499999999999993
H12-5 full|future,"char_wb(1,3)",1,4,0.6197183098591549,0.36999999999999983
H12-5 full|future,"char_wb(1,3)",2,0,0.5897435897435898,0.31999999999999984
H12-5 full|future,"char_wb(1,3)",2,1,0.5714285714285714,0.2949999999999999
H12-5 full|future,"char_wb(1,3)",2,2,0.6301369863013698,0.33999999999999986
H12-5 full|future,"char_wb(1,3)",2,3,0.5614035087719298,0.1999999999999999
H12-5 full|future,"char_wb(1,3)",2,4,0.6571428571428571,0.36999999999999983
H12-5 full|future,"char_wb(1,3)",3,0,0.5742574257425742,0.2549999999999999
H12-5 full|future,"char_wb(1,3)",3,1,0.5205479452054794,0.32999999999999985
H12-5 full|future,"char_wb(1,3)",3,2,0.6172839506172839,0.2949999999999999
H12-5 full|future,"char_wb(1,3)",3,3,0.7027027027027027,0.32499999999999984
H12-5 full|future,"char_wb(1,3)",3,4,0.6075949367088608,0.2699999999999999
H12-5 full|future,"char_wb(1,3)",4,0,0.5542168674698795,0.2649999999999999
H12-5 full|future,"char_wb(1,3)",4,1,0.6262626262626263,0.2149999999999999
H12-5 full|future,"char_wb(1,3)",4,2,0.5510204081632653,0.23999999999999988
H12-5 full|future,"char_wb(1,3)",4,3,0.625,0.34499999999999986
H12-5 full|future,"char_wb(1,3)",4,4,0.7297297297297297,0.33499999999999985
H12-6 full|current|future,"char_wb(1,3)",0,0,0.5925925925925926,0.17999999999999994
H12-6 full|current|future,"char_wb(1,3)",0,1,0.6588235294117647,0.33499999999999985
H12-6 full|current|future,"char_wb(1,3)",0,2,0.5641025641025641,0.2999999999999999
H12-6 full|current|future,"char_wb(1,3)",0,3,0.5405405405405406,0.3049999999999999
H12-6 full|current|future,"char_wb(1,3)",0,4,0.6530612244897959,0.1999999999999999
H12-6 full|current|future,"char_wb(1,3)",1,0,0.6206896551724138,0.2649999999999999
H12-6 full|current|future,"char_wb(1,3)",1,1,0.62,0.2099999999999999
H12-6 full|current|future,"char_wb(1,3)",1,2,0.5647058823529412,0.31999999999999984
H12-6 full|current|future,"char_wb(1,3)",1,3,0.6511627906976745,0.22499999999999992
H12-6 full|current|future,"char_wb(1,3)",1,4,0.5974025974025974,0.32999999999999985
H12-6 full|current|future,"char_wb(1,3)",2,0,0.6027397260273972,0.3549999999999998
H12-6 full|current|future,"char_wb(1,3)",2,1,0.5789473684210527,0.28999999999999987
H12-6 full|current|future,"char_wb(1,3)",2,2,0.6301369863013698,0.32499999999999984
