name,auc_mean,auc_std,ap_mean,ap_std,f1_mean,f1_std,th_mean,th_std
"H10-1 char_wb(1,3)",0.786107941296129,0.001486525131739086,0.508329662553066,0.005160591883475069,0.5820824896434644,0.004732079804014485,0.31899999999999984,0.015165750888103081
"H10-2 char(1,3)",0.7862091548666859,0.0014634409164858125,0.508256668946863,0.005245573733587539,0.5842815670435868,0.004413049974276987,0.31599999999999984,0.011401754250991386
"H10-3 char(2,4)",0.7861198487750182,0.0011536069023429666,0.5061623259937884,0.004038261474317828,0.5819913823156346,0.005547118794068933,0.31599999999999984,0.012942179105544776
"H10-4 char(2,6)",0.788876430137829,0.0009083003597244747,0.5084573952806276,0.0038929863830508196,0.5809537663855395,0.00519820908422895,0.3039999999999999,0.00651920240520265
"H10-5 char(3,6)",0.7894241741667246,0.0010589737231944828,0.5086191284555321,0.003697566867818556,0.5812950673522325,0.00519902980217145,0.3059999999999999,0.008944271909999135
